company,marked_segment,address,phone_number,website
"Dieet Compleet, locatie Enkhuizen, Gezondheidscentrum Molenweg",Diëtetiek,"Molenweg 9 E, Enkhuizen",0229-295528,https://www.dieetcompleet.nl/
DieetPlaneet Amsterdam Oost Watergraafsmeer,Diëtetiek,"Hugo de Vrieslaan 3, Amsterdam",088-3438000,https://www.dieetplaneet.nl/de-dietisten/locatie/amsterdam/oost
Diëtist Denyse,Diëtetiek,"Westelijke Parallelweg 50, Zwijndrecht",06-39722144,https://www.dietistdenyse.nl/
Diëtistenpraktijk Eet en Leef,Diëtetiek,"Rijksstraatweg 64 113, Geldermalsen",06-48549223,http://www.praktijkeetenleef.nl
"Diëtistenpraktijk Samen Sterk, locatie Den Haag, Gezondheidscentrum Baskaya",Diëtetiek,"Beresteinlaan 4, Den Haag",085-7500050,https://samen-sterk.com/
"Diëtist Laura Sprengers, locatie Castricum, Kortenaerplantsoen",Diëtetiek,"Kortenaerplantsoen 46, Castricum",0251-231114,https://www.dietistlaurasprengers.nl/
Doe Fysiotherapie,Fysiotherapie,"Hoofdweg 1212, Nieuw-Vennep",0252-624835,http://www.doefysiotherapie.nl
Douglas Fysiotherapie,Fysiotherapie,"Klompenmaker 156, Alphen aan den Rijn",0172-420503,https://www.douglas-fysiotherapie.nl
"Driestroom, Driestroomhuis de Rode Beuk",Zorg voor mensen met een beperking,"Sleeg 4 D, Zevenaar",0481-375555,https://www.driestroom.nl/locaties/de-rode-beuk
Faber Huidkliniek,Huidtherapie,"Hintham 117 A, Rosmalen",06-57775729,https://www.faberhuidkliniek.nl
Fysiocentrum Hartkamp,Fysiotherapie,"Baron van Nagellstraat 29, Voorthuizen",0342-786700,https://www.fysiohartkamp.nl/
"FysioCompany Strikkers, de Rooij en Jongmans",Fysiotherapie,"Torenstraat 18, Drunen",0416 -373171,http://www.fysiocompany.nl
Fysiom,Organisatie,"Marathonloop 9, 's-Hertogenbosch",073-5533553,https://www.fysiom.nl/
Fysio-Med Bravenboer,Fysiotherapie,"Willem Pijperlaan 6, Ede",0318-614700,https://www.fysiomed-ede.nl
Fysio Medisch Centrum,Organisatie,"Eisenhowerlaan 77 A, Den Haag",070-5002216,https://www.fysiomc.nl/
Fysio Piessens,Organisatie,"Dorpsstraat 63, Halsteren",0164-684044,http://www.fysiopiessens.nl/
Fysioprofit,Fysiotherapie,"Lijsterbesstraat 2, Waalwijk",0416-560867,http://www.fysioprofit.nl
Fysiotherapie Bas van de Sande,Fysiotherapie,"Burg van de Mortelstraat 1 a, Cuijk",06-12044383,https://www.fysiotherapiebasvdsande.nl/
Fysiotherapie Beemsterboer en Takens Julianadorp,Fysiotherapie,"Boterzwin 3432, Julianadorp",0223-641747,http://www.fysiotherapiecallantsoog.nl
"Fysiotherapie Benoit Schyns, locatie Penatenhof",Fysiotherapie,"Penatenhof 88, Maastricht",043-3263930,http://www.fysiotherapieschyns.nl
Fysiotherapie Dalfsen,Fysiotherapie,"Pleijendal 91, Dalfsen",0529-431609,http://www.fysiotherapiedalfsen.nl
Fysiotherapie en Training Nederveluwe,Fysiotherapie,"Nijverheidslaan 1 A, Veenendaal",0318-551131,http://www.fysionederveluwe.nl
Fysiotherapie Göttgens Kienhuis Pfennings,Organisatie,"Walramstraat 1, Sittard",046-4521210,https://www.fysio-gkp.nl/
Fysiotherapie Jos Wesolek,Organisatie,"Burg. Vrouenraetslaan 22, Landgraaf",06-28786752,http://www.fysiotherapiewesolek.nl/
"Fysiotherapie Jos Wesolek, locatie Landgraaf",Fysiotherapie,"Burg. Vrouenraetslaan 22, Landgraaf",06-28786752,http://www.fysiotherapiewesolek.nl/
Fysiotherapie Lichtenvoorde,Fysiotherapie,"Dijkstraat 5, Lichtenvoorde",0544-372727,https://www.fysiolichtenvoorde.nl
Fysiotherapie & Medisch Trainings Centrum Gemert,Fysiotherapie,"Karbeel 11, Gemert",0492-362767,http://www.medischtrainingscentrumgemert.nl
"Fysiotherapie ME Fysio, locatie Purmerend",Fysiotherapie,"Grotenhuysweg 100, Purmerend",06-37330254,https://www.fysiotherapiemefysio.com
Fysiotherapie Oosterflank,Fysiotherapie,"Varnasingel 600, Rotterdam",010-2098107,https://fysiotherapieoosterflank.nl
Fysiotherapie Rengerslaan,Fysiotherapie,"Rengerslaan 2, Leeuwarden",058-2130478,http://www.fysiotherapierengerslaan.nl
"Gezondheidscentrum de Groene Hoven, huisarts Dusseldorp",Huisartsenzorg,"Marconistraat 45, Apeldoorn",055-5212131,https://www.groenehoven.nl/
GGZ Zorg & Maatschappelijke Ondersteuning,Geestelijke gezondheidszorg,"Delflandlaan 1, Amsterdam",06-46836645,http://www.zenmo.nl
Haagse Hout Tandartsen,Mondzorg,"Laan van Nieuw-Oost-Indie 15, Den Haag",070-3814141,https://www.haagsehouttandartsen.nl/
Hagens & Schouten tandartsen,Mondzorg,"Marktstraat 54, Wormerveer",075-3030613,http://hagensenschoutentandartsen.nl
Hallux podotherapie Rotterdam Zuidwijk,Podotherapie,"Schere 31, Rotterdam",088-3456543,https://hallux.nl/
Health & Sports Fysiotherapie Panningen,Fysiotherapie,"Kerkstraat 11, Panningen",077-2050565,http://www.healthandsports.nl
Hofkliniek,Medisch specialistische zorg,"Prinses Mariannelaan 55, Voorburg",070-4065218,https://www.hofkliniek.nl/
"Hofmans van Benthum, locatie Medipoort Cuijk",Fysiotherapie,"Spinding 13, Cuijk",0485-751441,https://www.hofmansvanbenthum.nl/
Hospice De Regenboog Nunspeet,Hospicezorg,"Potsgildewegje 3, Nunspeet",0341-250962,http://www.hospicenunspeet.nl
Hospice Duin- en Bollenstreek,Hospicezorg,"Hoofdstraat 51, Sassenheim",0252-227139,http://www.hospiceduinenbollenstreek.nl
Huidzorg Zeist,Huidtherapie,"Hoog Kanje 186 E, Zeist",030-6974442,http://www.huidzorgzeist.nl
Huisartsen Kievit,Huisartsenzorg,"Eslaan 1, Bussum",035-6912777,https://huisartsenkievit.nl/
Huisartsenpraktijk B. Strijdhorst,Huisartsenzorg,"Julianalaan 47, Ermelo",0341-461830,http://www.gezondheidscentrumermelo.nl
Huisartsenpraktijk De Dolfijn,Huisartsenzorg,"Krooneveldweg 10, Middelburg",0118-626659,http://www.dddokters.nl
Huisartsenpraktijk De Glazen Linde,Huisartsenzorg,"Lindengracht 35, Opmeer",0226-351215,http://www.glazenlinde.nl
Huisartsenpraktijk Holland Park,Huisartsenzorg,"Willem Dudokhof 93, Diemen",020-2408400,https://www.huisartsenpraktijkhollandpark.nl/
Huisartsenpraktijk Obdam,Huisartsenzorg,"Dokter Lohmanstraat 21 A, Obdam",0226-451231,http://obdam.mijnhuisartsenpraktijk.net
Huisartsenpraktijk Ritter en Kuipers,Huisartsenzorg,"Bergweg 310, Rotterdam",010-4651062,http://www.ritterkuipers.nl
Huisartsenpraktijk Tabak,Huisartsenzorg,"Tweede Oosterparkstraat 274 E, Amsterdam",020-6923553,https://huisartstabak.uwartsonline.nl/
Huisartsenpraktijk ZorghoekWestland,Organisatie,"Dijkstraat 94, Honselersdijk",0174-626220,https://zorghoekwestland.praktijkinfo.nl/
Huisartspraktijk L. van Eijk,Huisartsenzorg,"Paltzerweg 210, Den Dolder",030-2284555,http://www.hapeijk.nl
Huisartspraktijk M.J.M. Horstink,Huisartsenzorg,"Hoofdweg 132 P, Westerhaar-Vriezenveensewijk",0546-659205,https://huisartshorstinkwesterhaar.com/
Innofeet Dalfsen,Podotherapie,"Prins Hendrikstraat 1, Dalfsen",088-0313000,https://www.innofeet.nl
In-Shape Fysiotherapie,Fysiotherapie,"Van Hallstraat 617, Amsterdam",06-34093003,http://www.in-shapefysiotherapie.nl
Kraamburo Zorgsaam,Kraamzorg,"Quirinus de Palmelaan 110, Leerdam",0418-643735,https://kraamburozorgsaam.nl/
Kraamcentrum Baarn,Kraamzorg,"Nieuwstraat 40, Baarn",035-5414559,https://kraamcentrumbaarn.nl
Kraamzorg Blauw Roze,Kraamzorg,"Ruijsdaelstraat 123, Den Haag",06-34046684,https://www.kraamzorgblauwroze.nl/
Kraamzorgburo Zwanger en Zo,Kraamzorg,"Dorpsstraat 50 C, Hellendoorn",06-38774882,http://www.kraamzorgzwangerenzo.nl
Logopediepraktijk Femke Proenings,Logopedie,"Leliestraat 15 E, Helmond",06-82748415,https://www.logopedieleliestraat.nl/
Logopedie Sophie,Logopedie,"Van Bergenplein 13 A, Etten-Leur",076-7854386,https://www.logopediesophie.nl/
Logopedie Verbalis,Organisatie,"Zuiderlaan 197 D, Meppel",0522-240295,https://www.logopedieverbalis.nl
"Logopedie Verbalis, locatie Meppel, Zuiderlaan",Logopedie,"Zuiderlaan 197 D, Meppel",0522-240295,https://www.logopedieverbalis.nl
Max Health Care,Organisatie,"Klatteweg 109, Den Haag",070-3549328,https://maxhealthcare.nl/
"Max Health Care, locatie Den Haag",Fysiotherapie,"Klatteweg 109, Den Haag",070-3549328,https://maxhealthcare.nl/
MeddCare Mechanicoaching,Fysiotherapie,"Hoogstraat 1 A, Abcoude",06-55338559,https://www.meddcare.me/
"MediDerma, vestiging Zaandam",Huidtherapie,"Irene Vorrinkplein 40 E, Zaandam",0299-436734,http://www.mediderma.nl
"Medisch Centrum Magnolia, Huisartsenpraktijk Baban",Huisartsenzorg,"Magnoliastraat 75, Breda",076-5149327,http://www.mcmagnolia.nl
Medisch Kwartier,Huisartsenzorg,"Revaleiland 74, Amsterdam",020-6237417,https://www.medischkwartier.nl/
Mensendieck & Massage Praktijk Almere,Oefentherapie,"Brouwerstraat 6, Almere",036-5333983,http://www.mensendieck-almerestad.nl
Meringa en Oosterhoff Fysiotherapie,Fysiotherapie,"Deventerweg 59, Harderwijk",0341-425790,
Middenrif Centrum,Medisch specialistische zorg,"Muurhuizen 17, Amersfoort",06-15052557,https://middenrifcentrum.nl/
Mondhygiënepraktijk Den Helder,Mondzorg,"Marsdiepstraat 621, Den Helder",0223-630244,http://www.pijfersdenhelder.nl
Mondhygiënist Saziye Sagir,Mondzorg,"Schere 101, Rotterdam",,
Mondzorgcentrum Giethoorn,Mondzorg,"Beulakerweg 119 A, Giethoorn",0521-362115,http://www.mzcg.nl
Mondzorgcentrum Rijssen,Mondzorg,"Vennekesgaarden 63-67, Rijssen",0548-520030,https://www.mzcrijssen.nl
Mondzorg de Meerwaard,Mondzorg,"Vonkenwaard 1, 's-Hertogenbosch",073-6128194,http://www.mondzorgdemeerwaard.nl
"Mondzorgpraktijk Dede, locatie Zwolle",Mondzorg,"Rembrandtlaan 4, Zwolle",055-5263892,https://www.mondhygienistdede.nl/
Numodozorg,Zorg voor mensen met een beperking,"Dorpsstraat 179, Harmelen",06-19502346,http://www.numodozorg.nl
"NXT Fysio, locatie Veghel, Vlas en Graan",Fysiotherapie,"Vlas en Graan 148, Veghel",088-2626000,https://www.nxtfysio.nl/
Oedeem- en Fysiocentrum Meander,Fysiotherapie,"Kruisweg 875 A, Hoofddorp",023-5627150,http://www.oedeemfysiomeander.nl
Oncologie Oedeem Fysiotherapie Almelo,Fysiotherapie,"Hofkampstraat 102, Almelo",06-22482444,http://www.oof-a.nl
Orthodontisten Heemstede,Mondzorg,"Händellaan 2 A, Heemstede",023-3032222,http://www.orthodontistenheemstede.nl
"Ouderenlandgoed, Zorgboerderij Grootenhout",Verpleeghuiszorg,"Broek 14, Mariahout",https://www.ouderenlandgoed.nl/,https://www.ouderenlandgoed.nl/
Ouderenpsychiatrie MoleMann Amersfoort,Geestelijke gezondheidszorg,"Sterrenbergweg 44, Soesterberg",06-57916709,https://www.molemann.nl/vestigingen/ouderenpsychiatrie
Partners in Verloskunde,Verloskundige zorg,"James Wattstraat 22, Alkmaar",06-13329549,http://www.partnersinverloskunde.nl
"Paul Klaver, Groepspraktijk voor Fysiotherapie",Organisatie,"Burgemeester van Hasseltlaan 2, Naarden",035-6950422,http://www.paulklaver.nl
"PECE Zorg, locatie BasicFit Weert",Fysiotherapie,"Maaspoort 54, Weert",085-7823600,https://pece-zorg.nl/
Podocare Oss,Podologie,"Mozartlaan 5, Oss",06-48956389,https://podologie-podocare.nl/
"Praktijk Begic, psychotherapie, relatietherapie en coaching",Geestelijke gezondheidszorg,"Geestbrugkade 35, Rijswijk",06-43754436,http://www.psychotherapie-begic.nl
"Praktijk de Wiel, locatie Culemborg",Fysiotherapie,"Admiraalvlinderlaan 4, Culemborg",0345-641535,https://www.praktijkdewiel.nl/
Praktijk Huib van Drunen,Fysiotherapie,"Koningstraat 95 A, Druten",0487-519518,http://www.praktijkvandrunen.nl
Praktijk M.M. de Wit,Fysiotherapie,"Van Hogendorpplein 35, Gouda",06-25523825,https://www.praktijkmmdewit.nl
"Praktijk Podotherapie Abrahams, locatie Den Helder",Podotherapie,"Baljuwstraat 17 G, Den Helder",0224-582550,http://www.podotherapieabrahams.nl
Praktijk voor Fysiotherapie Jopie Diederen,Fysiotherapie,"Valkenburgerweg 17, Nuth",045-5778864,http://www.fysiodiederen.nl
Praktijk voor fysiotherapie Roberto Weber,Fysiotherapie,"Brinkweg 3 A, Wieringerwerf",0227-601584,http://www.fysioweber.nl
Praktijk voor Kinderfysiotherapie Biemans,Fysiotherapie,"Amaryllislaan 2, Bennebroek",06-41739868,http://www.biemansfysio.nl/
Praktijk voor orthomanuele geneeskunde Amsterdam (Sickesz),Complementaire zorg,"De Lairessestraat 45, Amsterdam",020-6647363,http://www.aavandebunt.nl
Preverbale logopedie aan huis,Logopedie,"Tepelenburgweg 6, Harskamp",06-53563213,https://www.preverbalelogopedieaanhuis.nl/
Pure Esthetics,Mondzorg,"Plein 38, Wateringen",0174-446699,https://pureesthetics.nl/
Reisprik,Overige zorg,"Amstel 228, Amsterdam",https://www.reisprik.nl/,https://www.reisprik.nl/
"RST Zorgverleners, Kraamzorg Ede",Kraamzorg,"Burgemeester Kuntzelaan 27 A, Barneveld",0342-422324,http://www.rstzorg.nl
"RST Zorgverleners, Kraamzorg Hendrik-Ido-Ambacht",Kraamzorg,"Ridderpoort 7 A, Ridderkerk",0342-422324 (centraal nummer),http://www.rstzorg.nl
"RST Zorgverleners, Kraamzorg Rijssen-Holten",Kraamzorg,"Burgemeester Kuntzelaan 27 A, Barneveld",0342-422324,http://www.rstzorg.nl
"RST Zorgverleners, Kraamzorg Veere",Kraamzorg,"Graaf Adolfstraat 2, Goes",0113-396396,http://www.rstzorg.nl
Salu diëtist,Organisatie,"Herengracht 213 2, Amsterdam",06-48132772,https://www.saludietist.nl
"Sandra Mostert, Kraamzorg",Kraamzorg,"Tarwe 30, Leveroy",06-51110120,https://www.sandra-mostert.nl/
Schamper Fysiotherapie,Fysiotherapie,"Bredewater 16, Zoetermeer",079-8892576,http://www.schamperfysiotherapie.nl
"Sens beweegt je, Praktijk voor Oefentherapie Cesar, Mensendieck en slaaptherapie, vestiging Woensel",Oefentherapie,"Airbornelaan 140, Eindhoven",040-2567846,http://www.sensbeweegtje.nl
"Skin+Surgery Clinics, locatie Den Haag",Medisch specialistische zorg,"Laan van Meerdervoort 677, Den Haag",070-2002070,https://skin-surgery.nl
Speech Therapy,Organisatie,"Prinses Irenestraat 59, Amsterdam",071-5231723,http://speechtherapy.nl
Stichting Brilliant Future Kids,Zorg voor mensen met een beperking,"Galjootstraat 71, Amsterdam",020-2202167,http://www.sbfk.nl
Tandartsenpraktijk H.J. van Mill,Mondzorg,"Parmentierlaan 76 A, Amstelveen",020-6416566,http://www.hjvanmill.nl
Tandartsenpraktijk Lahdo,Mondzorg,"Runenberghoek 6, Enschede",053-4781914,http://www.jacoblahdo.nl
Tandartspraktijk A. Hooijberg,Mondzorg,"Kievitstraat 19 A, Ilpendam",020-4363062,
Tandartspraktijk A.P.E. Van der Weele,Mondzorg,"Comansstraat 4, Alkmaar",072-5204585,http://tandartsvdweele.nl
Tandartspraktijk De Bruin,Mondzorg,"Nieuwe Veenendaalseweg 6, Rhenen",0317-612518,http://www.tandartsdebruin.nl
Tandartspraktijk De Helmer,Mondzorg,"Runenberghoek 8, Enschede",053-4774415,http://www.tandartspraktijkdehelmer.nl
Tandartspraktijk Dental Diamond,Organisatie,"Kopenhagenweg 2, Den Haag",070-3696650,https://www.dentaldiamond.nl
"Tandartspraktijk Dental Diamond, locatie Kopenhagenweg",Mondzorg,"Kopenhagenweg 2, Den Haag",070-3696650,http://www.dentaldiamond.nl
Tandartspraktijk E.J. van der Borden,Mondzorg,"Van Nijenrodeweg 908, Amsterdam",020-6428606,http://www.tandartsvanderborden.nl
Tandartspraktijk F.J. van Niersen,Mondzorg,"Ulftseweg 56, Silvolde",0315-324008,http://www.tandartsvanniersen.nl
Tandartspraktijk H.D. de Boer / Nova Mondzorg,Mondzorg,"Nieuwe Steen 41, Hoorn",0229-305900,http://www.novamondzorg.nl
Tandartspraktijk Herwig,Mondzorg,"Prins Bisschopsingel 13, Maastricht",043-3100150,http://www.tandartsherwig.nl
Tandartspraktijk H.H. Slagter,Mondzorg,"De Reijenburg 31, Veldhoven",040-2534800,
Tandartspraktijk L.T. Tjoa,Mondzorg,"Industrieweg 11, Heemstede",023-5287979,
Tandartspraktijk M. Donkersloot,Mondzorg,"Lorrainelaan 8, Eindhoven",040-2426846,
Tandartspraktijk Middenpolder,Mondzorg,"P.J.M. Aalbersestraat 86, Papendrecht",078-6412201,http://www.tpmiddenpolder.nl
Tandartspraktijk M.J.J. Walvis,Mondzorg,"Koninginneweg 7, Amsterdam",020-6790398,
Tandartspraktijk M.J. Voogt,Mondzorg,"Steijnstraat 1, Alkmaar",072-5113813,
Tandartspraktijk M.K.J. du Chatinier,Mondzorg,"Waldeck Pyrmontkade 898, Den Haag",070-3107063,
Tandartspraktijk Nanco Hendriks,Mondzorg,"Koorstraat 2 A, Boxmeer",0485-573585,http://www.tandartshendriksboxmeer.nl
Tandartspraktijk Shaban,Mondzorg,"Mondriaanstraat 19, Ede",0318-633217,http://www.tandartspraktijkshaban.nl
Tandartspraktijk Strömme,Mondzorg,"Velingspad 2, Stadskanaal",0599-612450,http://stromme.tandartsennet.nl
Tandartspraktijk T. Broekman-Teggelaar,Mondzorg,"Bernissestraat 12 A, Amsterdam",020-6427255,https://www.tandartsrivierenbuurt.nl/
Tandartspraktijk Vossen Nijmegen,Mondzorg,"Einsteinstraat 227, Nijmegen",024-3555889,http://tandartsvossen.nl/
Tandartspraktijk Westblaak,Mondzorg,"Westblaak 110, Rotterdam",010-4360597,
TandZorg Vechtstreek,Mondzorg,"Duivenkamp 419, Maarssen",0346-568695,http://www.tandzorgvechtstreek.nl/
Therapiecentrum Twente,Organisatie,"Thijlaan 8, Oldenzaal",0541-354571,https://www.mastersinfysio.nl/
"Therapiecentrum Twente, locatie Almelo",Fysiotherapie,"Vissedijk 1, Almelo",0546-865215,http://therapiecentrumtwente.nl
"TRIA-verloskundigen, locatie Apeldoornselaan",Verloskundige zorg,"Apeldoornselaan 115, Den Haag",06-44122998,https://www.tria-verloskundigen.nl
Tulp Thuiszorg,Wijkverpleging,"Brugplein 2, Lelystad",0320-320320,https://www.tulpthuiszorg.nl/
"Uitjezelf, locatie 's-Hertogenbosch",Logopedie,"Durendael 36, 's-Hertogenbosch",073-6441491,http://www.uitjezelf.com
Verloskundigenpraktijk Buik&Co,Verloskundige zorg,"Barchemseweg 18, Lochem",06-10544180,http://www.buikenco.nl
"VersGras, locatie Winterswijk SKB",Fysiotherapie,"Beatrixpark 1, Winterswijk",0543-544446,http://www.versgras.com/
Voedings- en dieetadvies De Waard Rhoon,Diëtetiek,"Langstraat 11, Rhoon",010-4808277,http://www.voedingendieetdewaard.nl
Welkom Kraamzorg Oss en omstreken,Kraamzorg,"Aldetiendstraat 23, Uden",0900-2200066,http://www.welkomkraamzorg.nl
Wolthuis Tandprothetiek,Mondzorg,"Celebesstraat 47, Enschede",053-4788717,http://www.wolthuistandprothetiek.nl/
Xpert Handtherapie Gorinchem,Fysiotherapie,"Spijksedijk 14 B, Gorinchem",088-7785206,https://xperthandtherapie.nl
YorBody Fysiotherapie Rotterdam-Kralingen,Fysiotherapie,"1e Jerichostraat 18-20, Rotterdam",06-21464357,https://yorbodyfysiotherapie.nl/praktijk/rotterdam-kralingen/
"Activum Fysiotherapie, locatie Brussellaan",Fysiotherapie,"Brussellaan 2 C, Eindhoven",040-2567123,http://www.activumfysio.nl
"Aemstelgroep Tandartsen, vestiging Middenweg",Mondzorg,"Middenweg 63, Amsterdam",020-6652288,http://www.aemstelgroep.nl
"AJ Skin Clinic, Praktijk voor huid & laserbehandelingen",Huidtherapie,"Hamseweg 21 2, Hoogland",085-7430122,http://www.ajskinclinic.nl
Alfred Smit Tandprothetische Praktijk,Mondzorg,"Hoofdweg 1310 1312, Nieuw-Vennep",0252-683414,http://www.tppalfredsmit.nl
Alldrik Zorg & Arbeid,Organisatie,"Potdijk 16, Markelo",0547-260550,https://www.alldrik.nl/
Alpha fysiotherapie Dodewaard,Fysiotherapie,"Dalwagen 29 B, Dodewaard",0488-429664,https://alphafysiotherapie.nl/
Alphega apotheek Driessen,Farmacie,"Koetshuislaan 603, Waalwijk",0416-317131,http://www.kring-apotheekdriessen.nl
"Amare Praktijk voor Verloskunde, locatie Arnhem, Spijkerlaan",Verloskundige zorg,"Spijkerlaan 2, Arnhem",026-7440244,https://www.amareverloskunde.nl/
"Amare praktijk voor verloskunde, locatie Oosterbeek",Verloskundige zorg,"Sint Bernulphusstraat 13 B, Oosterbeek",026-7440244,https://www.amareverloskunde.nl/
Annemiek Mooij,Overige zorg,"Stoholm 65, Hoofddorp",06-83200415,https://www.annemiekmooij.nl/
Apotheek De Heikant,Farmacie,"Schubertstraat 796 A, Tilburg",013-3030358,https://www.apotheekdeheikant.nl/
Apotheek Gorredijk,Farmacie,"Burgemeester Selhorststraat 4, Gorredijk",0513-465535,http://www.apotheekgorredijk.nl
Apotheekhoudende Huisartsenpraktijk De Krim,Huisartsenzorg,"Hoofdweg 44, De Krim",0524-571221,http://www.huisartsdekrim.nl
Apotheekhoudende huisartspraktijk J. de Kroon,Huisartsenzorg,"Dorpsstraat 25, Onstwedde",0599-331229,http://praktijkjdekroon.docvadis.nl
Apotheek Medisch Centrum Hoogezand Sappemeer,Farmacie,"Erasmusweg 137, Hoogezand",0598-393833,https://www.serviceapotheek.nl/apotheekmchs
Apotheek Ommelander Ziekenhuis Groningen,Farmacie,"Pastorieweg 1, Scheemda",088-5662290,https://www.ommelanderziekenhuis.nl/een-afspraak/voorzieningen-in-het-ziekenhuis/poliklinische-apotheek
Apotheek Spuistraat,Farmacie,"Spuistraat 239 C, Amsterdam",020-8511000,https://www.serviceapotheek.nl/spuistraat
Asego Fysiotherapie,Organisatie,"Dorine Verschureplein 18, Elsloo",06-13395245,https://www.asego.nl/
Attent Fysiotherapie,Fysiotherapie,"Berlijnstraat 8, Hengelo",074-2773206,https://attentfysiotherapie.nl/
Axis Roosendaal,Fysiotherapie,"Doctor Schaepmanlaan 9, Roosendaal",0165-399800,https://www.axisfysiotherapie.nl/
Babbelz Logopedie,Logopedie,"Urkerweg 1, Emmeloord",0615081407,https://www.babbelzlogopedie.nl
Baby Steps Kraamzorg,Kraamzorg,"Ruiterkade 5, Amsterdam",06-87439529,http://www.babystepskraamzorg.nl
"Balans by Yvette, Praktijk voor Psychologie en Coaching",Geestelijke gezondheidszorg,"Boswinde 179, Den Haag",06-42138755,https://www.balansbyyvette.nl/
"Bastion Fysio & Fit, locatie Anytime Fitness Leidsche Rijn Centrum",Fysiotherapie,"Centrumboulevard 301, Utrecht",030-2080555,https://bastionfysiofit.nl/
Bekkenfysiotherapie Pascale van Uitert,Fysiotherapie,"Baksteen 81, Dronten",06-19951889,http://www.fysiovanuitert.nl
Bekkenoefentherapie Tineke Kreulen,Oefentherapie,"Bunnemaheerd 122, Groningen",06-30800175,http://www.bekkenoefentherapie.com
BENU Apotheek MCG,Farmacie,"Van Dusseldorpstraat 22, Goes",0113-227104,https://www.benuapotheek.nl/apotheek/mcg
Bijna Thuis Huis Udenhout,Hospicezorg,"Schoorstraat 21, Udenhout",06-24680399,https://www.bth-udenhout.nl/
Blijdent Tandprothetische Praktijk,Mondzorg,"Anne Franklaan 17, Uithoorn",0297-525579,http://www.blijdent.nl
Bravo'Smile Dental Design,Mondzorg,"Delftsekade 22, Leidschendam",070-7445051,https://nl.bravosmileclinic.com
Brijder Verslavingszorg Katwijk,Verslavingszorg,"Schimmelpenninckstraat 12, Katwijk",088-3583580,http://www.brijder.nl
Brush! Mondzorg,Mondzorg,"Cornelis de Wittlaan 99, Den Haag",070-2135700,http://www.brushmondzorg.nl
"Buurtzorg Beekbergen, Hoenderloo",Wijkverpleging,"Loenenseweg 39, Beekbergen",06-12316477,http://www.buurtzorgnederland.com
Buurtzorg Kraam Hardenberg,Kraamzorg,"De Stuwdijk 1 B, Hardenberg",06-22776117,https://www.buurtzorgkraam.nl/
Care4Skin,Huidtherapie,"Burgemeester van Oostenweg 13, Bergschenhoek",06-57239242,http://www.care4skin.nl
"CentrumFIT, locatie Etten-Leur - Parklaan",Fysiotherapie,"Parklaan 12, Etten-Leur",076-8200345,https://www.centrumfit.nl
Centrum voor Fysiotherapie en Manuele Therapie,Organisatie,"Harmonieplein 115, Maarssen",0346-562775,https://fysiomaarssen.nl
"Centrum voor Fysiotherapie en Manuele Therapie, locatie Maarssen",Fysiotherapie,"Harmonieplein 115, Maarssen",0346-562775,http://www.fysiomaarssen.nl
Centrum voor Fysiotherapie Oud-Beijerland,Organisatie,"Van Goyenstraat 16, Oud-Beijerland",0186-614031,https://www.fysiotherapie-oudbeijerland.nl
"Centrum voor fysiotherapie Oud-Beijerland, Van Goyenstraat",Fysiotherapie,"Van Goyenstraat 16, Oud-Beijerland",0186-614031,https://www.fysiotherapie-oudbeijerland.nl
Centrum voor Gebitsprothese Oosterhout,Mondzorg,"De Waard 5, Oosterhout",0162-447219,http://www.centrum-voor-gebitsprothese.nl/onze-praktijken/oosterhout/cvg-oosterhout/
Centrum voor Mondhygiëne Eindhoven,Mondzorg,"Botenlaan 42, Eindhoven",085-0188594,http://www.cvmhe.nl
Cesartherapie Dieren,Oefentherapie,"Hoflaan 5, Dieren",06-49776001,http://www.cesartherapie-dieren.nl
Clinic 4 all,Medisch specialistische zorg,"Runmoolen 29 A, Amstelveen",020- 8943131,https://www.clinic4all.nl/
Coevering.com,Fysiotherapie,"Iepenstraat 28, Almere",036-8450130,http://www.coevering.com
"Compartijn, Huize Doornrijck",Verpleeghuiszorg,"Pahud de Mortangeslaan 1 t/m 7, Doorn",06-40767599,https://www.compartijn.nl/verzorgingshuizen/doorn-huize-doornrijck
Coret Fysiotherapie,Organisatie,"Prijsseweg 77, Culemborg",0345-524644,https://fysiotherapiecoret.nl
"Cosis, Woongemeenschap Brederohuys",Zorg voor mensen met een beperking,"Brederolaan 51, Winschoten",088-8393000,https://www.cosis.nu/
"De Bergense Huisartsen, Huisartsenpraktijk Visser en Verhoef",Huisartsenzorg,"Nassaulaan 24, Bergen",072-5813895,http://www.debergensehuisartsen.nl
"De Dieetpraktijk, locatie Amsterdam Zuid",Diëtetiek,"Lutmastraat 45, Amsterdam",020-7762350,https://www.dedieetpraktijk.nl
"De Gouden Leeuw Groep, locatie Zorghotel Zelhem",Verpleeghuiszorg,"Burg. Rijpstrastraat 5, Zelhem",0314-628200,https://www.degoudenleeuwgroep.nl/
"De Graaf - Centrum voor Implantologie, Prothetiek en Tandheelkunde",Mondzorg,"Maria Gorettistraat 172, Kerkrade",045-5462200,http://www.degraafcipt.com
De Kleine Amsterdammer,Kraamzorg,"Henrick de Keijserplein 22, Amsterdam",020-6706060,https://www.dekleineamsterdammer.nl/
De Mondhygiënist Wilma Rouhof,Mondzorg,"Zuidwal 22, Delden",074-3767675,http://www.de-mondhygienist.nl
